Index,Chunk
38,"行火亦不利。或丙子日，辛卯时，乃从化格，但不逢时，贪财坏印，难招祖业。若得一二重丁火破辛，壬水得位，亦主富贵，虽不科甲，亦有异途，名传郡邑。合此格，主妻妾多子。或月时见二辛卯，日乃丙子，名为争合，年不透丁制辛，此人昏迷酒色，年透丁火反吉。或支成木局，反因奸得财，因酒得名。凡用壬者，金妻水子。时日月年
己丙己乙
亥申卯亥
时日月年
己丙丁己
亥申卯亥
三月丙火，气渐炎升，用壬水。或成土局，取甲为辅，壬不可离。壬甲两透，科甲定宜，惟忌庚出制甲，则秀才而已。无甲用庚，助壬水洩土气。壬透甲藏，富大贵小，有甲无壬，劳碌浊富。壬藏无甲，一介寒儒。壬甲两无，愚贱之辈。乙丁杂乱，定必属凡夫。用壬者，金妻水子。"
39,"乙丁杂乱，定必属凡夫。用壬者，金妻水子。用甲者，水妻木子。三夏丙火
三夏丙火，阳威性烈，专用壬水。若亥宫壬水无力，回剋洩气故也，仍用申宫长生之水，方云富贵。四月耑用壬水，金为佐。五月亦耑用壬。四五月壬透者富贵。丁多、兼看癸水。六月用壬，但借庚金为佐。阳刃合杀，威权万里。丁火羊刃太旺，正谓羊刃倒戈，无头之鬼。丙火用壬，生旺坐实方好，忌壬水太多，名杀重身轻。四月丙火，建禄于巳，火势炎炎，宜专用壬水，解炎威之力，成既济之功。如无壬水，孤阳失辅，难透清光。得庚发水源，方为有根之水。壬庚两透，不见戊土，号曰湖水汪洋，广映太阳，光辉显着，文明之象，人格合此，不但科甲峥嵘，必有恩谥封荣，若不验，必暗损阴德。"
40,"得庚发水源，方为有根之水。壬庚两透，不见戊土，号曰湖水汪洋，广映太阳，光辉显着，文明之象，人格合此，不但科甲峥嵘，必有恩谥封荣，若不验，必暗损阴德。或无壬水，癸亦姑用，见庚透癸，不富必贵，但心性乖僻，巧谋善辩。或壬癸俱无，愚顽之辈。火炎无制，僧道之流，不然，须防夭折。或一派庚金，不见比劫，有富无贵。或丙午日干，四柱多壬，不见戊制，名曰阴刑杀重，光棍之流。或支水局，加之重重壬透，一无制伏，盗贼之命，如见己土，下贱鄙夫。用壬者，金妻水子。时日月年
戊丙乙丁
子子巳巳
庚运夺魁
时日月年
甲丙辛乙
午午巳未
时日月年
丙丙辛庚
申寅巳子
五月丙火，得壬高透，方为上命。"
41,"用壬者，金妻水子。时日月年
戊丙乙丁
子子巳巳
庚运夺魁
时日月年
甲丙辛乙
午午巳未
时日月年
丙丙辛庚
申寅巳子
五月丙火，得壬高透，方为上命。或一壬无庚，亦主贡监，犹防戊己出干，丁壬化合，则为平人。即不透庚壬，或有申宫长生之水，济之坐禄之金，至妙，必入词林。又怕戊己杂乱，则为异路。或成火局，不见滴水者，乃僧道鳏独之命。即有.
一二癸水，多遇火土，用之无力，瞽目之人。得戊己透洩火气，亦主刑剋孤寡，行北运多凶，何也？所谓燥烈水激反凶！或成炎上格，柱运不见庚辛，多见甲乙者，反主大富贵，然亦不可见水运。或有庚癸透者，衣禄充足。支火轻，无目疾。支见水者，异途。"
42,"支火轻，无目疾。支见水者，异途。或成土局，又为洩太过，得壬滋甲出干，土被制而火得生扶，此必富贵寿考之格也。时日月年
己丙壬庚
亥戌午寅
时日月年
己丙戊戊
丑午午戌
时日月年
甲丙戊戊
午辰午申
六月丙火退气，三伏生寒，壬水为用，取庚辅佐。庚壬两透，贴身相生，可云科甲名宦。若无庚有壬，不见戊出，小富小贵。见戊制壬，则为乡贤而已。或己土出干混杂，此必庸夫俗子。或壬水浅，己土出干，其人贫困。无壬下格，贱而且顽，男女一理。或天干一派丙火，阳极生阴，干支两见庚壬，登科及第。总之六月丙火用壬，不同余月用壬，喜运行西北，六月用壬，喜运行西南。"
43,"或天干一派丙火，阳极生阴，干支两见庚壬，登科及第。总之六月丙火用壬，不同余月用壬，喜运行西北，六月用壬，喜运行西南。时日月年
壬丙丁壬
辰申未寅
时日月年
己丙己戊
亥戌未午
时日月年
戊丙丁壬
戌申未寅
三秋丙火
七月丙火，太阳转西，阳气衰矣。日近西山，见土皆晦，惟日照湖海，暮夜光天，故仍用壬水，辅映光辉。如壬多，取戊制方妙。有壬透干，又见戊土出干，可云科甲。如戊藏支内，不过生员。多壬无戊，平常人也。或戊多壬少，亦属常人。或多壬，一戊出制，所谓众杀猖狂，一仁可化，必主显达，有权职。一派辛金，又为弃命从才，奇特之造，虽不科甲，亦得恩荣，但多依亲戚而为进身之阶。从才者以水妻木子。"
44,"一派辛金，又为弃命从才，奇特之造，虽不科甲，亦得恩荣，但多依亲戚而为进身之阶。从才者以水妻木子。时日月年
壬丙戊壬
辰申申戌
时日月年
庚丙甲乙
寅申申未
八月丙火，日近黄昏，丙火之余光，存于光湖，仍用壬水辅映。四柱多丙，一壬高透为奇，定主登科及第。富贵双全。一壬藏支，亦主秀才。或戊多困水则假作斯文。若无壬水，癸亦可用，但功名不久。或见辛透，不能从化，贫苦到老。或见一丁制辛，为人奸诈，不识高低。女命合此，长舌淫贱。或成金局，无辛出干，此非从才，乃朱门饿莩。如辛出干，不见比劫，此从才格，反主富贵，亲戚提拔，妻贤内助。用水者，金妻水子。从才者，水妻木子。"
45,"用水者，金妻水子。从才者，水妻木子。时日月年
丁丙丁丙
酉午酉子
时日月年
丁丙丁丙
酉辰酉寅
时日月年
戊丙癸己
子子酉卯
九月丙火，火气愈退，所忌土晦光火，必须先用甲木，次取壬水。甲壬两透，富贵非凡。若无壬水，得癸透干，亦可，虽不科甲，异路功名。壬癸藏支，贡监而已。甲藏壬透，无庚破甲，可许秀才。或庚戊困了水木，定是庸才。无甲壬癸者，下格。或一派火土，虽不太旺，亦自燥矣。如不离乡过继，亦主奔流，加以无庚辛壬癸出干，必为夭命。或支成火局，炎上失时，若运入南方，一贫彻骨。用甲者，水妻木子。用壬者，金妻水子。"
46,"用甲者，水妻木子。用壬者，金妻水子。时日月年
戊丙甲己
子子戌亥
时日月年
戊丙戊丙
戌午戌申
时日月年
壬丙壬戊
辰寅戌戌
三冬丙火
十月丙火，太阳失令，得见甲戊庚出干，可云科甲，主为人性好清高，斯文领袖。如辛透见辰，名化合逢时，主大贵。或壬多无甲，乃作弃命从杀，即不科甲，亦是宦僚。或壬多有甲无戊，却非从杀，宜用己土混壬。总之十月丙火，木旺宜庚，水旺宜戊，火旺用壬，随宜酌用可也。时日月年
庚丙乙甲
寅戌亥申
时日月年
戊丙辛壬
子戌亥辰
时日月年
壬丙己辛
辰子亥巳
十一月丙火，冬至一阳生，弱中复强，壬水为最，戊土佐之。壬戊两透，科甲可许，无戊见己，异路功名。"
47,"时日月年
庚丙乙甲
寅戌亥申
时日月年
戊丙辛壬
子戌亥辰
时日月年
壬丙己辛
辰子亥巳
十一月丙火，冬至一阳生，弱中复强，壬水为最，戊土佐之。壬戊两透，科甲可许，无戊见己，异路功名。或无壬水，有癸出干得金滋无伤，又有丙透以解冻，可许衣衿。或一派壬，则耑用戊土，此人虽不成名，文章迈众，但名利虚浮。何也？因戊晦光，又须甲木为药也。或无壬水，癸亦可用，但不甚显。或四柱多壬无甲，乃作弃命从杀，亦有云路。或水多、有甲、无戊，却非从杀，宜用己土浊壬，十一月丙火，与十月颇同。时日月年
庚丙庚辛
寅寅子亥
时日月年
癸丙庚辛
巳子子丑
时日月年
戊丙庚辛
子戌子酉
十二月丙火，气进二阳，侮雪欺霜，喜壬为用。"
48,"或水多、有甲、无戊，却非从杀，宜用己土浊壬，十一月丙火，与十月颇同。时日月年
庚丙庚辛
寅寅子亥
时日月年
癸丙庚辛
巳子子丑
时日月年
戊丙庚辛
子戌子酉
十二月丙火，气进二阳，侮雪欺霜，喜壬为用。己土司令，土多又不可少甲。壬甲两透，科甲堪宜，甲藏则秀才而已。或无甲得一壬透，富中取贵。如见一派己土，不见甲乙，名为假伤官，聪明性傲，名利虚浮。或一派癸水，得己出干，必自主创业。若制伏太过，又取辛金作用。得见癸透。此人即不成名，必清雅文墨士。"
49,"得见癸透。此人即不成名，必清雅文墨士。时日月年
癸丙己乙
巳申丑巳
时日月年
庚丙己乙
寅午丑丑
时日月年
壬丙乙癸
辰午丑卯
时日月年
庚丙丁己
寅寅丑丑
时日月年
乙丙己乙
丑寅丑酉
论丁火
三春丁火
正月丁火，甲木当权，乃为母旺，非庚不能噼甲，何以引丁，姑用庚金。或一派甲木，无庚制之，非贫即夭。或只一甲木，多见乙木者，必离乡之客，焉问妻儿。或见甲乙，生庚子时，又主妻早子早，且可采芹。得壬化木，弱极复生，合此必主大贵，但此化合，反以不见庚破格为妙。或有庚金壬癸，得己土出干制之，此命不由科甲，亦有异途。或一派壬癸，不得寅时，又无庚金，必主穷困。或丁年、壬月、丁日、壬时，男主大贵；女则不宜。"
50,"或一派壬癸，不得寅时，又无庚金，必主穷困。或丁年、壬月、丁日、壬时，男主大贵；女则不宜。此格以土为妻、金为子。但子女艰难。女命合此，淫贱，刑夫剋子。或支火局，无滴水解，僧道之命。见甲出略可。总不可无水。水多亦不宜。时日月年
壬丁戊庚
寅未寅辰
时日月年
癸丁庚辛
卯酉寅卯
二月丁火，溼乙伤丁，先庚后甲，非庚不能去乙，非甲不能引丁。庚甲两透，科甲定然。庚透甲藏，亦有生贡。甲透庚藏，异路功名。或庚乙俱透，庚必输情于乙，未免贪合，运行金水，一贫彻骨。或庚透乙藏，则不能贪合，乙反引丁，即用乙亦无害，运入木火之乡，自然富贵。用乙者，水妻木子。若尽是乙木，不见一甲，此人富贵不久，因贪致祸﹐弄巧反拙。"
51,"用乙者，水妻木子。若尽是乙木，不见一甲，此人富贵不久，因贪致祸﹐弄巧反拙。且不能承受先人之业。或支成木局，有庚透、主清贵。不见庚者、常人。二月乙木司权，必须有庚，有乙无庚，主贫苦无依。用庚者、土妻金子。得印旺杀高，大富大贵。或一派水，无一戊制，主贫苦无依。或乙少癸多，有戊出制，反吉。用土者、火妻土子。时日月年
丁丁乙戊
未巳卯子
时日月年
庚丁癸丁
子卯卯卯
时日月年
甲丁己庚
辰丑卯辰
三月丁火，戊土司令，洩弱丁气，先用甲木引丁制土，次看庚金。庚甲两透，定主科甲。或一藏一透，终非白丁。或支成木局，取庚为先。得庚透，丁癸不透，亦有异路功名。或支成水局，加以壬透，名杀重身轻，必夭折天年。"
52,"得庚透，丁癸不透，亦有异路功名。或支成水局，加以壬透，名杀重身轻，必夭折天年。或遭凶死。或戊己两透，廊庙之客。若一甲破，定是常人。用甲者，水妻木子。用金者，土妻金子。三夏丁火
四月丁火乘旺，虽取甲引丁，必用庚噼甲。伐甲、方云木火通明。甲多、又取庚为先。但四柱忌见癸水。癸水一见，洩金、溼甲、伤丁，故以癸为病。或癸水藏支，壬水出干制丙，不夺丁光，自是雁塔题名，玉堂清贵。或有庚无甲，戊透天干，此为伤官生才，又取戊为用，必主富贵。戊土出干，不见甲乙，又不见水，是伤官伤尽。子平批八字清高，但不大贵，亦不大富。见水多木多，定是常人。或四柱多丙，不见壬癸，夺了丁光，此人贫苦。"
